RMTEXT	350	2
0.000000	0.000000
-2.484339	11.148516
-4.951767	22.300793
-7.492964	33.436504
-10.208023	44.531198
-13.181271	55.559494
-16.502507	66.488198
-20.266659	77.272438
-24.579926	87.849266
-29.524037	98.146650
-35.177612	108.072427
-41.608689	117.513411
-48.867956	126.333877
-56.987014	134.370425
-65.969811	141.429215
-75.776387	147.291449
-86.302724	151.734561
-97.366453	154.586776
-108.727953	155.788869
-120.147391	155.436549
-131.448817	153.766865
-142.555338	151.096671
-153.480164	147.762643
-164.294468	144.086518
-175.094756	140.369225
-185.977318	136.899471
-197.017046	133.966664
-208.246471	131.871533
-219.631766	130.930467
-231.044883	131.466441
-242.237423	133.770509
-252.838820	138.038091
-262.400120	144.297664
-270.491523	152.368905
-276.807187	161.894039
-281.225954	172.432916
-283.808673	183.563266
-284.741126	194.950023
-284.274795	206.364541
-282.687416	217.677115
-280.259542	228.838915
-277.265840	239.861949
-273.975329	250.799700
-270.651838	261.727455
-267.556751	272.722374
-264.949458	283.843459
-263.078101	295.112048
-262.158241	306.498179
-262.346786	317.920257
-263.722045	329.261110
-266.280665	340.394716
-269.959672	351.209676
-274.663405	361.619781
-280.289394	371.561687
-286.745967	380.985182
-293.956994	389.844588
-301.859392	398.093151
-310.401332	405.677530
-319.534619	412.538380
-329.206046	418.617256
-339.353962	423.862048
-349.906471	428.236192
-360.783743	431.725145
-371.904619	434.335094
-383.192145	436.088505
-394.577112	437.017849
-405.999050	437.154805
-417.404535	436.526959
-428.744449	435.154174
-439.971102	433.046953
-451.035667	430.209032
-461.886656	426.640361
-472.470450	422.343484
-482.734188	417.329963
-492.630597	411.625624
-502.125712	405.275781
-511.207026	398.347189
-519.890482	390.926296
-528.225342	383.116229
-536.291136	375.028794
-544.193970	366.782107
-552.059149	358.499499
-560.021521	350.310233
-568.215175	342.352221
-576.761983	334.774358
-585.757665	327.734549
-595.257511	321.390867
-605.270021	315.891633
-615.755382	311.357965
-626.635327	307.875839
-637.808299	305.495447
-649.162459	304.237195
-660.585392	304.109600
-671.964696	305.116208
-683.184643	307.264612
-694.122021	310.563014
-704.643832	315.012512
-714.611456	320.594225
-723.895203	327.251772
-732.397562	334.881671
-740.074399	343.341067
-746.948087	352.464676
-753.103518	362.087130
-758.673800	372.059390
-763.821992	382.255604
-768.724354	392.572037
-773.559774	402.919986
-778.502195	413.217371
-783.712562	423.381972
-789.334504	433.325023
-795.489040	442.947727
-802.269431	452.140493
-809.739230	460.782822
-817.931587	468.744008
-826.846121	475.887732
-836.449381	482.075090
-846.674119	487.170780
-857.420467	491.047857
-868.558013	493.592633
-879.927777	494.712898
-891.346917	494.346855
-902.616525	492.468761
-913.532465	489.096226
-923.897238	484.289796
-933.531042	478.148060
-942.277665	470.797892
-950.004966	462.382734
-956.604274	453.056779
-961.987557	442.980036
-966.096406	432.319995
-968.909653	421.247676
-970.461984	409.929643
-970.858627	398.512909
-970.270588	387.105039
-968.920976	375.762638
-967.067203	364.491920
-964.981194	353.261940
-962.944928	342.022771
-961.249065	330.727054
-960.189958	319.353599
-960.060930	307.930881
-961.126482	296.556240
-963.585219	285.399035
-967.533452	274.677828
-972.957747	264.622255
-979.755476	255.439034
-987.768803	247.295045
-996.815439	240.317132
-1006.705087	234.596733
-1017.244044	230.186389
-1028.240451	227.089158
-1039.515885	225.253239
-1050.919131	224.571455
-1062.337909	224.888059
-1073.704813	226.015048
-1084.994321	227.751433
-1096.213699	229.893856
-1107.391263	232.244368
-1118.565303	234.611539
-1129.773574	236.811060
-1141.043757	238.668254
-1152.385868	240.020353
-1163.787032	240.721112
-1175.209719	240.658808
-1186.597411	239.763864
-1197.886714	238.022318
-1209.022708	235.478883
-1219.973635	232.230239
-1230.739472	228.413668
-1241.350086	224.185286
-1251.857832	219.707568
-1262.325827	215.137732
-1272.817831	210.623313
-1283.387570	206.293911
-1294.072202	202.256158
-1304.892305	198.596569
-1315.851987	195.378833
-1326.943108	192.648073
-1338.150800	190.443977
-1349.455224	188.806044
-1360.831736	187.782067
-1372.249055	187.434199
-1383.664788	187.835527
-1395.021249	189.066972
-1406.242635	191.204684
-1417.237741	194.302996
-1427.908174	198.381342
-1438.164420	203.411419
-1447.945799	209.311795
-1457.237447	215.956133
-1466.079706	223.187099
-1474.563641	230.834942
-1482.820177	238.727593
-1491.005839	246.693659
-1499.286020	254.561452
-1507.818280	262.155373
-1516.735911	269.293452
-1526.128730	275.794347
-1536.026763	281.496978
-1546.399281	286.282578
-1557.168533	290.092468
-1568.233447	292.931353
-1579.493635	294.853503
-1590.864584	295.940552
-1602.282018	296.283442
-1613.700172	295.969411
-1625.087359	295.073435
-1636.421304	293.655236
-1647.684861	291.757747
-1658.862864	289.408325
-1669.940630	286.624385
-1680.903943	283.419278
-1691.740717	279.809474
-1702.443761	275.820707
-1713.014693	271.494044
-1723.467815	266.890134
-1733.832429	262.090427
-1744.152677	257.196178
-1754.485127	252.327667
-1764.894072	247.624680
-1775.440772	243.238797
-1786.176039	239.336666
-1797.129830	236.097333
-1808.299118	233.702745
-1819.639908	232.329497
-1831.062264	232.131786
-1842.434548	233.220696
-1853.596967	235.653096
-1864.379927	239.427585
-1874.621008	244.491209
-1884.175979	250.753876
-1892.923871	258.101641
-1900.770491	266.404742
-1907.652393	275.523145
-1913.543513	285.310587
-1918.465208	295.619354
-1922.493313	306.308682
-1925.757493	317.255074
-1928.432535	328.359689
-1930.724749	339.549357
-1932.860509	350.769925
-1935.075015	361.975310
-1937.602699	373.114381
-1940.666812	384.118209
-1944.464695	394.891239
-1949.148349	405.310358
-1954.804591	415.235478
-1961.443073	424.532369
-1969.004842	433.094955
-1977.380821	440.862971
-1986.438832	447.823213
-1996.046201	454.002673
-2006.079654	459.462439
-2016.435924	464.281235
-2027.028797	468.554519
-2037.788365	472.388318
-2048.657313	475.899798
-2059.587269	479.216186
-2070.535431	482.471804
-2081.459411	485.807765
-2092.313291	489.365596
-2103.044038	493.279607
-2113.590090	497.667281
-2123.885059	502.615617
-2133.867621	508.167500
-2143.494966	514.314867
-2152.755686	521.001550
-2161.678636	528.132367
-2170.331406	535.588524
-2178.810592	543.241412
-2187.228375	550.961727
-2195.700339	558.622523
-2204.333610	566.101193
-2213.215164	573.283518
-2222.406986	580.064503
-2231.941143	586.355225
-2241.820739	592.088227
-2252.024698	597.221890
-2262.516701	601.737760
-2273.254761	605.632473
-2284.197019	608.909778
-2295.305266	611.570640
-2306.544874	613.606840
-2317.883162	614.991958
-2329.284911	615.683067
-2340.707503	615.625121
-2352.097421	614.758095
-2363.389877	613.035994
-2374.516908	610.452861
-2385.424465	607.061374
-2396.092978	602.980159
-2406.548881	598.381953
-2416.863930	593.476403
-2427.143139	588.496561
-2437.505120	583.690964
-2448.061754	579.328186
-2458.893605	575.699836
-2470.020988	573.113509
-2481.376183	571.857909
-2492.797647	572.145340
-2504.061901	574.058830
-2514.944793	577.536975
-2525.276905	582.412126
-2534.959384	588.475041
-2543.952832	595.519077
-2552.258588	603.361796
-2559.897888	611.854545
-2566.896208	620.882518
-2573.277799	630.356292
-2579.060738	640.206837
-2584.254042	650.380537
-2588.861582	660.832521
-2592.887453	671.522040
-2596.337170	682.411083
-2599.221311	693.463386
-2601.563695	704.642981
-2603.396198	715.917295
-2604.764575	727.257246
-2605.726680	738.638810
-2606.349878	750.043890
-2606.713245	761.460156
-2606.909338	772.880460
-2607.041414	784.301658
-2607.225608	795.722170
-2607.592442	807.138371
-2608.283580	818.539654
-2609.449387	829.902417
-2611.249217	841.182315
-2613.844805	852.306489
-2617.381990	863.168580
-2621.975540	873.628299
-2627.680354	883.525975
-2634.473845	892.710512
-2642.257061	901.072837
-2650.875997	908.570660
-2660.155343	915.232926
-2669.928648	921.145811
-2680.052264	926.435838
-2690.410706	931.249397
-2700.913840	935.738132
-2711.489727	940.052423
-2722.077248	944.337975
-2732.618632	948.735854
-2743.053136	953.381981
-2753.317732	958.392306
-2763.334334	963.883872
-2772.991862	969.980677
-2782.194224	976.754282
-2790.763736	984.301166
-2798.649000	992.568000
